author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/307532779/;Москва;sale;flat;10;34;3;84.0;75000000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303542659/;Москва;sale;flat;7;25;3;99.0;66900000;Раменки; Янковского;1к1;Аминьевская;Событие
EraOneHolding;developer;https://www.cian.ru/sale/flat/306783475/;Москва;sale;flat;4;5;3;133.6;146300000;Арбат; Арбат;39;Смоленская;Artisan
САДОВЫЕ КВАРТАЛЫ;real_estate_agent;https://www.cian.ru/sale/flat/308692941/;Москва;sale;flat;5;12;3;136.9;250000000;Хамовники; Усачева;13;Спортивная;Садовые кварталы
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306398198/;Москва;sale;flat;8;22;3;123.3;66500000;Пресненский;Шмитовский проезд;16С2;Москва-Сити;Шмитовский 16
MR Group;developer;https://www.cian.ru/sale/flat/308416266/;Москва;sale;flat;8;44;3;85.19;39383337;Марьина роща; 4-я Марьиной рощи;12К3;Марьина Роща;Mod
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300824521/;Москва;sale;flat;25;30;3;134.0;68000000;Проспект Вернадского;проспект Вернадского;37к1А;Проспект Вернадского;
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/301916112/;Москва;sale;flat;4;5;3;115.0;98000000;Хамовники;Кропоткинский переулок;4С1;Парк Культуры;
КРОСТ;developer;https://www.cian.ru/sale/flat/296745463/;Москва;sale;flat;22;28;3;78.2;31905600;Хорошево-Мневники; Генерала Глаголева;;Народное Ополчение;CRYSTAL Трилогия
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307500734/;Москва;sale;flat;5;7;3;125.3;100000000;Очаково-Матвеевское;Староволынская ;15к3;Матвеевская;Ближняя дача
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308424075/;Москва;sale;flat;5;6;3;130.0;68000000;Крылатское;Крылатская ;45К2;Крылатское;Долина грез
Ташир;developer;https://www.cian.ru/sale/flat/272333560/;Москва;sale;flat;11;21;3;74.5;;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303393129/;Москва;sale;flat;3;6;3;136.0;129500000;Тверской;1-й Колобовский переулок;14;Трубная;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305968630/;Москва;sale;flat;10;12;3;103.0;80000000;Алексеевский;Новоалексеевская ;16К5;Алексеевская;Серебряный фонтан
Regions Development;developer;https://www.cian.ru/sale/flat/308071743/;Москва;sale;flat;2;16;3;62.45;27610643;Преображенское;Жилой комплекс Преображенская площадь;;Преображенская площадь;Преображенская площадь
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303957847/;Москва;sale;flat;8;15;3;92.1;96705000;Раменки;проспект Генерала Дорохова;39к1А;Минская;Собрание клубных домов West Garden
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306638926/;Москва;sale;flat;10;36;3;77.7;28500000;Левобережный;Фестивальная ;15к24/3;Речной вокзал;Фестиваль парк-2
Основа;developer;https://www.cian.ru/sale/flat/304382421/;Москва;sale;flat;2;28;3;52.1;20683700;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/303505952/;Москва;sale;flat;3;6;3;139.0;129000000;Тверской;1-й Колобовский переулок;14;Трубная;
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/305638927/;Москва;sale;flat;4;8;3;134.0;153250000;Красносельский;Милютинский переулок;3;Лубянка;
LEGENDA Intelligent Development;developer;https://www.cian.ru/sale/flat/301551510/;Москва;sale;flat;4;34;3;92.5;35954750;Левобережный;Ленинградское шоссе;;Беломорская;Северный порт. Береговые кварталы
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/300883472/;Москва;sale;flat;2;5;3;140.0;193142960;Мещанский;Рождественский бульвар;10/7С1;Трубная;
SELS;real_estate_agent;https://www.cian.ru/sale/flat/308688012/;Москва;sale;flat;5;28;3;94.0;57000000;Филевский парк;Береговой проезд;1А;Шелепиха;мой адрес На Береговом
Основа;developer;https://www.cian.ru/sale/flat/297432095/;Москва;sale;flat;24;31;3;68.4;31806000;Марфино;Ботаническая ;29Ак3;Владыкино;VERY
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308344456/;Москва;sale;flat;11;19;3;139.5;90000000;Хорошево-Мневники;Шелепихинская набережная;34к1;Шелепиха;
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/308138114/;Москва;sale;flat;3;4;3;136.6;340000000;Якиманка;Софийская набережная;10;Боровицкая;Золотой, жилой квартал
Имена;developer;https://www.cian.ru/sale/flat/299533028/;Москва;sale;flat;3;14;3;79.88;66540040;Дорогомилово;1-й Можайский тупик;8АС1;Киевская;D'ORO MILLE
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/307307503/;Москва;sale;flat;8;21;3;105.4;80000000;Раменки;Мосфильмовская ;88к2с6;Раменки;Мосфильмовский
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/306547189/;Москва;sale;flat;2;19;3;99.0;53000000;Хорошево-Мневники;Шелепихинская набережная;34к2зд2;Шелепиха;Сердце Столицы
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/308866005/;Москва;sale;flat;6;15;3;69.74;29060658;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298534721/;Москва;sale;flat;2;4;3;140.0;193142960;Мещанский;Рождественский бульвар;10/7С1;Трубная;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308881187/;Москва;sale;flat;15;25;3;67.8;24500000;Митино;Муравская ;42к2;Пятницкое шоссе;Мир Митино
Донстрой;developer;https://www.cian.ru/sale/flat/305505503/;Москва;sale;flat;3;11;3;125.9;206098300;Хамовники;531-й кв-л;;Спортивная;Дом 22 ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303967965/;Москва;sale;flat;3;6;3;112.5;85000000;Хамовники;Комсомольский проспект;42С2;Спортивная;Clerkenwell House
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306834640/;Москва;sale;flat;10;33;3;113.9;47000000;Тропарево-Никулино;проспект Вернадского;105к4;Юго-Западная;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/307250875/;Москва;sale;flat;2;10;3;71.9;28565870;;;В17 кв-л;Серебряный Бор;Сберсити ЖК
Антон Ермолаев;realtor;https://www.cian.ru/sale/flat/308239535/;Москва;sale;flat;16;67;3;115.4;135000000;Пресненский;Краснопресненская набережная;14Ак1;Москва-Сити;Capital Towers
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289779271/;Москва;sale;flat;4;8;3;70.0;65823293;Хамовники;Смоленский бульвар;22/14;Смоленская;
3SGroup;developer;https://www.cian.ru/sale/flat/308125197/;Москва;sale;flat;9;33;3;69.7;25684450;Текстильщики;1-й Грайвороновский проезд;2С10;Новохохловская;Voice Towers
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/305097068/;Москва;sale;flat;4;13;3;82.9;43000000;Раменки;Винницкая ;8к2;Раменки;Настоящее
Спартак;developer;https://www.cian.ru/sale/flat/297413615/;Москва;sale;flat;2;14;3;104.6;26441040;Ясенево;Новоясеневский проспект;3В;Тёплый Стан;Комплекс апартаментов LES
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304320156/;Москва;sale;flat;36;40;3;110.0;46500000;Кунцево;Рублевское шоссе;107;Молодёжная;Рублевские Огни
А101;developer;https://www.cian.ru/sale/flat/306741441/;Москва;sale;flat;7;16;3;64.3;30230034;Сокол; Зорге;25С2;Октябрьское поле;Дом на Зорге
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306360333/;Москва;sale;flat;6;37;3;76.0;47500000;Беговой;Северный ао;К2;Белорусская;Слава ЖК
ФСК;developer;https://www.cian.ru/sale/flat/308079146/;Москва;sale;flat;2;44;3;69.6;21207398;Покровское-Стрешнево;;;Трикотажная;Скай Гарден ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/307783036/;Москва;sale;flat;8;12;3;94.6;57000000;Якиманка;Конный переулок;4;Шаболовская;
А101;developer;https://www.cian.ru/sale/flat/308314415/;Москва;sale;flat;15;18;3;55.2;13743180;;;18.2.6;Бунинская аллея;Скандинавия ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/296106332/;Москва;sale;flat;4;8;3;69.8;65823293;Хамовники;Смоленский бульвар;22/14;Смоленская;
А101;developer;https://www.cian.ru/sale/flat/306741873/;Москва;sale;flat;14;15;3;52.8;11943042;;;;Новомосковская;Деснаречье ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/291590051/;Москва;sale;flat;3;11;3;110.4;99000000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
ВЫБОР;developer;https://www.cian.ru/sale/flat/300605210/;Москва;sale;flat;5;19;3;66.2;14378640;;;;;Академик
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308338964/;Москва;sale;flat;2;6;3;131.1;110000000;Тверской; Малая Дмитровка;23/15С2;Пушкинская;
А101;developer;https://www.cian.ru/sale/flat/306740594/;Москва;sale;flat;17;30;3;56.1;14272401;Южное Бутово; Бунинская Аллея;;Бунинская аллея;Южные сады
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/297042900/;Москва;sale;flat;3;10;3;173.6;165000000;Тверской;Большая Грузинская ;69;Белорусская;Четыре Ветра
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/246930837/;Москва;sale;flat;14;58;3;128.0;50000000;Ростокино;проспект Мира;188Бк1;Ростокино;Триколор
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/307207517/;Москва;sale;flat;13;22;3;75.2;15283802;;;к4;Рассказовка;Город-парк Первый Московский
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/305595945/;Москва;sale;flat;8;8;3;95.0;60000000;Даниловский;2-й Павелецкий проезд;5С1;Крестьянская застава;RIVERDALE APARTMENTS
Upside Development;developer;https://www.cian.ru/sale/flat/305101597/;Москва;sale;flat;6;46;3;85.84;34847572;Бутырский;Огородный проезд;;Бутырская;Upside Towers
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/307861416/;Москва;sale;flat;4;5;3;157.0;78000000;Пресненский;Столярный переулок;3к34;Улица 1905 года;Рассвет Loft-Studio
ДомДау;developer;https://www.cian.ru/sale/flat/302035427/;Москва;sale;flat;34;85;3;123.06;;Пресненский;Московский международный деловой центр Москва-Сити тер.;;;Дом Дау
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/301012836/;Москва;sale;flat;4;14;3;116.0;87000000;Дорогомилово;набережная Тараса Шевченко;1;Киевская;
ДомДау;developer;https://www.cian.ru/sale/flat/304775157/;Москва;sale;flat;11;85;3;111.63;;Пресненский;Московский международный деловой центр Москва-Сити тер.;;;Дом Дау
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/301266879/;Москва;sale;flat;25;75;3;187.9;120000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
Tekta Group;developer;https://www.cian.ru/sale/flat/305021227/;Москва;sale;flat;24;34;3;61.2;31609800;Обручевский;;;Воронцовская;Эвер ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/295848895/;Москва;sale;flat;2;6;3;118.7;214999900;Хамовники;переулок Хилков;5;Парк Культуры;Особняк в Хилковом переулке
ДомДау;developer;https://www.cian.ru/sale/flat/297725757/;Москва;sale;flat;14;85;3;96.45;;Пресненский;Московский международный деловой центр Москва-Сити тер.;;;Дом Дау
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/285996127/;Москва;sale;flat;3;10;3;110.4;97500000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/302968133/;Москва;sale;flat;17;22;3;83.0;29000000;Марьина роща;Шереметьевская ;37К1;Бутырская;
Мангазея;developer;https://www.cian.ru/sale/flat/304291420/;Москва;sale;flat;13;24;3;91.4;46284960;Левобережный;Ленинградское шоссе;;Беломорская;Мангазея на Речном
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/307447116/;Москва;sale;flat;4;23;3;88.0;65000000;Филевский парк;Кастанаевская ;24;Филёвский парк;Изумруд
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298976152/;Москва;sale;flat;5;12;3;74.4;49000000;Хамовники;Комсомольский проспект;45;Спортивная;
ФСК;developer;https://www.cian.ru/sale/flat/297177149/;Москва;sale;flat;43;47;3;79.1;32036687;Обручевский;;;Воронцовская;Архитектор ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/283967307/;Москва;sale;flat;9;12;3;101.1;75000000;Раменки;проспект Генерала Дорохова;39к1Д;Минская;Собрание клубных домов West Garden
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/306894226/;Москва;sale;flat;7;7;3;85.0;52000000;Тверской;Цветной бульвар;25С1;Цветной бульвар;
ФСК;developer;https://www.cian.ru/sale/flat/302706976/;Москва;sale;flat;2;29;3;69.8;30293200;Нагатино-Садовники;Варшавское шоссе;37АК1;Нагатинская;Rotterdam
ID 25540541;realtor;https://www.cian.ru/sale/flat/306925742/;Москва;sale;flat;5;7;3;108.9;124000000;Хамовники;3-й Обыденский переулок;2;Кропоткинская;
Группа Аквилон;developer;https://www.cian.ru/sale/flat/299472912/;Москва;sale;flat;12;26;3;73.6;34281682;Хорошевский;;;Зорге;Инди Тауэрс ЖК
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/259124233/;Москва;sale;flat;13;13;3;99.0;66000000;Замоскворечье;3-й Люсиновский переулок;1С1;Серпуховская;
STONE;developer;https://www.cian.ru/sale/flat/305914445/;Москва;sale;flat;2;33;3;65.8;27682060;Сокольники; Матросская Тишина;1АС68;Сокольники;Sokolniki
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/308346046/;Москва;sale;flat;13;28;3;100.0;65000000;Филевский парк; Василисы Кожиной;13;Парк Победы;Квартал апартаментов Match Point
MR Group;developer;https://www.cian.ru/sale/flat/307962179/;Москва;sale;flat;5;48;3;56.42;18057633;Покровское-Стрешнево;Волоколамское шоссе;95/1к1;Трикотажная;City Bay
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/306564372/;Москва;sale;flat;2;9;3;123.0;135000000;Хамовники;переулок 1-й Тружеников;15;Киевская;
ASTERUS;developer;https://www.cian.ru/sale/flat/307418573/;Москва;sale;flat;22;30;3;79.7;31322100;Покровское-Стрешнево;;;Тушинская;ÁLIA
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308952209/;Москва;sale;flat;1;10;3;125.4;50000000;Мещанский;Олимпийский проспект;10К3;Достоевская;
Stenoy;developer;https://www.cian.ru/sale/flat/300878939/;Москва;sale;flat;11;12;3;69.2;39198409;Преображенское;Электрозаводская ;60;Преображенская площадь;ARTEL
Level Group;developer;https://www.cian.ru/sale/flat/308766340/;Москва;sale;flat;3;6;3;146.6;284784131;Хамовники;Саввинская набережная;27;Спортивная;Саввинская 27 от Level
AFI Development;developer;https://www.cian.ru/sale/flat/304447895/;Москва;sale;flat;16;53;3;84.2;33007074;Свиблово;проезд Серебрякова;11-13к1;Ботанический сад;Afi Tower
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304965475/;Москва;sale;flat;22;22;3;106.0;68900000;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/290294254/;Москва;sale;flat;6;28;3;61.1;16497000;Отрадное;Отрадная ;4А;Отрадное;Малевич
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/300748810/;Москва;sale;flat;14;16;3;85.0;66900000;Беговой; 1-я Ямского Поля;1к1;Белорусская;Slava
Среда;developer;https://www.cian.ru/sale/flat/306563125/;Москва;sale;flat;8;12;3;85.61;30262706;Кунцево;48-й кв-л;;Кунцевская;Кутузовский Квартал ЖК
Группа Аквилон;developer;https://www.cian.ru/sale/flat/300036284/;Москва;sale;flat;23;28;3;67.75;27738644;Нижегородский;;;Нижегородская;Аквилон Бисайд 2.0 ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/306369703/;Москва;sale;flat;17;21;3;56.8;26000000;Хорошевский; Зорге;9Ак1;Зорге;Зорге 9
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303538615/;Москва;sale;flat;2;6;3;133.6;65000000;Крылатское;Осенняя ;25К2;Крылатское;
Основа;developer;https://www.cian.ru/sale/flat/293007285/;Москва;sale;flat;6;36;3;61.7;17584500;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303645322/;Москва;sale;flat;11;15;3;63.0;54900000;Раменки;Винницкая ;8к2;Раменки;Настоящее
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/307596706/;Москва;sale;flat;2;17;3;78.0;16467941;;;;Мичуринец;Переделкино Ближнее Город-парк
А101;developer;https://www.cian.ru/sale/flat/306743069/;Москва;sale;flat;2;13;3;61.5;14785523;;;к11.2.1;Прокшино;Прокшино ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304553565/;Москва;sale;flat;3;33;3;79.53;40500000;Пресненский; Пресненский Вал;27С2;Белорусская;Republic
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/297731682/;Москва;sale;flat;2;12;3;97.4;77000000;Раменки; Сергея Бондарчука;6;Мичуринский проспект;Река
Plus Development;developer;https://www.cian.ru/sale/flat/303784718/;Москва;sale;flat;13;23;3;56.1;12175038;;;;Филатов Луг;Детали ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307109377/;Москва;sale;flat;26;26;3;112.9;156800000;Пресненский; Пресненский Вал;4/29с1;Улица 1905 года;Republic
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/306845861/;Москва;sale;flat;15;51;3;76.0;58500000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/296106303/;Москва;sale;flat;39;65;3;223.3;240230999;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
RND;real_estate_agent;https://www.cian.ru/sale/flat/300367025/;Москва;sale;flat;9;12;3;102.2;110000000;Раменки;проспект Генерала Дорохова;39к1Е;Минская;Собрание клубных домов West Garden
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/307771005/;Москва;sale;flat;9;14;3;67.0;51000000;Раменки;проспект Генерала Дорохова;39к1Б;Минская;Собрание клубных домов West Garden
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304685796/;Москва;sale;flat;12;24;3;100.5;47000000;Готовая 3-к. кв-ра в е Кунцево3-комн. квартира;12/24 этаж;;;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294734371/;Москва;sale;flat;9;21;3;108.0;130000000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/291636518/;Москва;sale;flat;5;7;3;172.26;450192893;Хамовники; Ефремова;19к4;Спортивная;Knightsbridge Private Park
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305928735/;Москва;sale;flat;17;17;3;71.0;53000000;Беговой;Ленинградский проспект;29к1;Динамо;Царская площадь
Yhome;real_estate_agent;https://www.cian.ru/sale/flat/302910348/;Москва;sale;flat;11;28;3;107.0;69500000;Раменки;Винницкая ;8к2;Раменки;Настоящее
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/303877563/;Москва;sale;flat;19;28;3;85.0;30500000;Лефортово;проезд Невельского;1к1;Авиамоторная;Символ
Северная слобода;real_estate_agent;https://www.cian.ru/sale/flat/284287955/;Москва;sale;flat;1;4;3;83.3;31100000;Северный;Дмитровское шоссе;122Гк1;Физтех;
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298534723/;Москва;sale;flat;12;51;3;76.0;36200000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304966057/;Москва;sale;flat;6;33;3;66.0;44800000;Хорошево-Мневники;Причальный проезд;10А;Шелепиха;Level Причальный
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298534728/;Москва;sale;flat;36;52;3;78.0;45800000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308000140/;Москва;sale;flat;8;8;3;86.0;46000000;Замоскворечье;Татарская ;14;Павелецкая;
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307143396/;Москва;sale;flat;14;42;3;68.0;46500000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/301132027/;Москва;sale;flat;22;39;3;83.6;52000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/302309976/;Москва;sale;flat;5;12;3;84.1;52100000;Сокол; Врубеля;4к1;Сокол;Врубеля 4
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300191551/;Москва;sale;flat;5;23;3;98.3;65000000;Щукино; Расплетина;22к2;Октябрьское поле;Северная Звезда
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/307672268/;Москва;sale;flat;4;23;3;122.7;65000000;Фили-Давыдково;Давыдковская ;16;Славянский бульвар;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300539718/;Москва;sale;flat;2;5;3;88.0;67490000;Замоскворечье; Малая Ордынка;5/6С2-3;Третьяковская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305078923/;Москва;sale;flat;9;14;3;104.0;78000000;Дорогомилово;Большая Дорогомиловская ;4;Киевская;
Trust Realty;real_estate_agent;https://www.cian.ru/sale/flat/308804986/;Москва;sale;flat;2;7;3;90.0;80000000;Пресненский;Большой Козихинский переулок;19/6;Пушкинская;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/300425289/;Москва;sale;flat;17;32;3;84.0;83000000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308069431/;Москва;sale;flat;3;6;3;156.6;89000000;Покровское-Стрешнево;Береговая ;4К4;Стрешнево;Покровский берег
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/305688775/;Москва;sale;flat;11;13;3;143.0;94900000;Пресненский;Большая Садовая ;5к2;Маяковская;Квартал апартаментов Сады Пекина
